

01 by Johan Ku^21139^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=4771&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^N/A^England^|Accessories > Belts||Accessories > Eyewear/Sunglasses||Accessories > Gloves||Accessories > Hats/Headwear||Accessories > Scarves||Apparel > Knits|^|5 Gareth Drive || Flat 8 || London N9 9GB|
31 Bits^28153^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=4785&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^N/A^United States^|Accessories > Jewelry||Apparel > Eco/Organic Apparel|^|1663 Superior Avenue || Suite A || Costa Mesa, CA 92627|
A.Moss^27136^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=4843&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^N/A^United States^|Apparel > Dresses||Apparel > Knits||Apparel > Sportswear|^|2684 Lacy Street  || Suite 308 || Los Angeles, CA 90031|
AB Outerwear^19110^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=5129&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^N/A^United States^Apparel > Outerwear/Coats^|Bernardo Fashions || 463 Seventh Avenue || New York City, NY 10018|
ADA Collection^21170^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=4719&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^N/A^United States^|Accessories > Backpacks/Carry Bags||Accessories > Belts||Accessories > Eyewear/Sunglasses||Accessories > Gloves||Accessories > Handbags||Accessories > Hats/Headwear||Accessories > Jewelry||Accessories > Scarves||Accessories > Small Leather Goods||Apparel > Eco/Organic Apparel|^|325 East Bidwell Street || Suite B || Folsom, CA 95630|
Adina Reyter^19130^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=4562&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^N/A^United States^|Accessories > Gifts/Home Accessories||Accessories > Jewelry|^|13949 Ventura Boulevard || Suite 315 || Sherman Oaks, CA 91423|
Agency Showroom^22158^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=4685&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^N/A^United States^N/A^|860 South Los Angeles Street || Suite 214 || Los Angeles, CA 90014|
Agent Icon Showroom^17112^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=4621&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^N/A^United States^N/A^|127 East Ninth Street || Suite 1203 || Los Angeles, CA 90015|
Aijek^19132^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=4775&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^N/A^Singapore                ^|Apparel > Dresses||Apparel > Sportswear|^|62B Strathmore Avenue || Suite 05-52 || Singapore 143062|
Alisa Michelle^19159^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=4852&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^www.alisamichelle.com^P: 818.763.2949^Accessories > Jewelry^|4344 Tujunga Avenue || Studio City, CA 91604 || United States|
Allen Allen USA^32145^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=4527&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^N/A^United States^|Apparel > Athletic/Fitness||Apparel > Knits||Apparel > Pants (Casual)||Apparel > Sportswear||Apparel > T-Shirts (Printed/Graphic)|^|110 East Ninth Street || Suite C586 || Los Angeles, CA 90079|
Alo Yoga^29129^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=5320&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^www.aloyoga.com^P: 323.727.2005^Apparel > Sportswear^|6670 Flotilla Street || Los Angeles, CA 90040 || United States|
Amadi^31127^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=4816&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^www.amadi.com^P: 213.748.6162^Apparel > Sportswear^|1333 East Washington Boulevard || Los Angeles, CA 90021 || United States|
Amanda Uprichard^18129^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=5323&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^N/A^United States^N/A^|330 West 38th Street || Suite 205 || New York City, NY 10018|
American Retro^21122^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=4568&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^www.americanretro.fr^P: +33(0)142335001^|Apparel > Dresses||Apparel > Knits||Apparel > Sportswear|^|A Rue du Rail || Paris 75002 || France                   |
American Vintage^23145^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=4584&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^www.am-vintage.com^P: 323.721.2221^|Accessories > Backpacks/Carry Bags||Accessories > Handbags||Accessories > Small Leather Goods||Apparel > Athletic/Fitness||Apparel > Knits||Apparel > Pants (Casual)||Apparel > T-Shirts (Printed/Graphic)|^|8360 Melrose Avenue || Los Angeles, CA 90069 || United States|
Amour Vert^26135^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=4727&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^N/A^United States^|Apparel > Dresses||Apparel > Eco/Organic Apparel||Apparel > Knits||Apparel > Sportswear|^|430 Sherman Avenue || Suite 100 || Palo Alto, CA 94306|
Amy Conway^30123^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=5077&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^www.amyconway.com^P: 646.722.7384^Accessories > Jewelry^|411 Lafayette Street, 6th Floor || New York City, NY 10003 || United States|
Analili^31132^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=4825&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^www.analili.com^P: 305.233.9116^|Apparel > Dresses||Apparel > Sportswear|^|13011 SW 132 Street || Miami, FL 33186 || United States|
Anna Kosturova^20176^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=4592&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^N/A^Canada                   ^|Apparel > Dresses||Apparel > Eco/Organic Apparel||Apparel > Sportswear|^|Anna Kosturova Lucid Design Inc || 55 Water Street, Suite 509 || Vancouver, BC V6B 1A1|
Anne-Marie Chagnon^32136^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=4786&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^N/A^Canada                   ^Accessories > Jewelry^|5333 Avenue Casgrain || Studio 502 || Montreal, PQ H2T 1X3|
Arden Wohl x Cri de Coeur^21136^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=4676&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^N/A^United States^|Accessories > Belts||Accessories > Eyewear/Sunglasses||Accessories > Gloves||Accessories > Handbags||Accessories > Hats/Headwear||Accessories > Scarves||Accessories > Small Leather Goods||Footwear > Footwear - All|^|394 Broadway  || 5th Floor || New York City, NY 10013|
Arnold Zimberg Hollywood, California^21152^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=4514&CFID=22339108&CFTOKEN=1b68eeb275eed9c6-02FB28DF-5056-9271-4E84E77395B9CB92^www.shoparnoldzimberg.com^P: 202.630.5877^|Apparel > Athletic/Fitness||Apparel > Pants (Casual)||Apparel > Sportswear||Apparel > T-Shirts (Printed/Graphic)|^|14004 Winding Ridge Lane || Centreville, VA 20121 || United States|
