

Acute Designs^1033^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=2712&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.acutedesignsshop.com^P: 5132931765^|Accessories > Hair Accessories||Accessories > Jewelry|^|4595 Contour Blvd. || San Diego, CA 92115 || United States|
Ajmer by Jodi^5^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=2122&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.ajmer.com^P: (253) 370-6776^Accessories > Jewelry^|2522 N. Proctor #410 || Tacoma, WA 98406 || United States|
Aksels^1510^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=3153&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^http://www.aksels.com^P: (720) 323-7745^|Accessories > Belts||Accessories > Hats/Headwear||Apparel > T-Shirts (Printed/Graphic)|^|1615 California St. #315 || Denver, CO 80202 || United States|
Alchemilla^1^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=2943&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.thealchemilla.com^P: (510) 689-6658^|Accessories > Gifts/Home Accessories||Accessories > Jewelry|^|1131 24th st. #117 || Oakland, CA 94607 || United States|
American Apothecary^1604^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=1955&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.a-apothecary.com^P: (774) 313-6659^Apparel > T-Shirts (Printed/Graphic)^|255 W. 36th St. || New York, NY 10018 || United States|
Ames Bros.^1326^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=1046&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.amesbros.com^P: (206) 516-3020^Apparel > T-Shirts (Printed/Graphic)^|1941 1st Ave S, Ste 2B || Seattle, WA 98134 || United States|
amv^1107^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=5476&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^N/A^N/A^|Accessories > Gifts/Home Accessories||Accessories > Hats/Headwear||Apparel > Resort/Spa||Apparel > Socks||Apparel > Yoga Apparel|^|N/A || N/A || N/A|
Anci Decor^1027^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=2234&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^ancidecor.com^P: 323-696-2624^Accessories > Jewelry^|4977 Bonita Dr || Huntington Beach, CA 92649 || United States|
Antec Mobile Products^1511^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=3127&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.ampbyantec.com^P: (510) 415-0539^Accessories > Electronics^|47900 Fremont Blvd || Fremont, CA 94538 || United States|
Ark Design Ltd.^1204^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=2266&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.arkclothing.net^P: (778)686-9955^|Accessories > Backpacks/Carry Bags||Accessories > Jewelry||Accessories > Small Leather Goods||Apparel > Dresses||Apparel > Outerwear/Coats|^|#2, 2295 W. 1st Ave. || Vancouver, BC T2S 0C9 || Canada|
Art + Commerce Apparel^1616^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=2759&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^N/A^N/A^|Accessories > Hats/Headwear||Apparel > T-Shirts (Printed/Graphic)|^|N/A || N/A || N/A|
ASTALI^1305^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=2191&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.astali.com^P: (213) 675-3566^Accessories > Jewelry^|1265 JUSTIN AVE. || GLENDALE, CA 91201 || United States|
Bandit Brand^1424^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=2973&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.banditbrand.com^P: (562) 682-1681^|Accessories > Jewelry||Apparel > Knits||Apparel > T-Shirts (Printed/Graphic)|^|40 Zils Rd. || Watsonville, CA 95076 || United States|
Barbosa Collection^1610^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=3051&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.coleccionbarbosa.com^P: (214) 878-0123^|Accessories > Belts||Accessories > Hats/Headwear||Accessories > Jewelry|^|P.O. Box 420269 || Dallas, TX 75342 || United States|
Bella Starr^1031^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=2078&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.bellastarr.com^P: (714) 420-4418^Accessories > Hats/Headwear^|2701 Harbor Blvd Suite E2-153 || Costa Mesa, CA 92626 || United States|
Beloved Wear^1615^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=5300&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.BelovedShirts.com^P: (678) 662-7189^|Accessories > Gifts/Home Accessories||Accessories > Hats/Headwear||Apparel > Socks||Apparel > Sweaters||Apparel > T-Shirts (Printed/Graphic)|^|165 North 1330 West #A3 || Orem, UT 84057 || United States|
Bird of Virtue^29^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=5301&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.birdofvirtue.com^P: (630) 842-9615^Accessories > Jewelry^|1250 17th Street || San  Francisco, CA 94107 || United States|
Bita Pourtavoosi Jewelry^9^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=2734&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.pourtavoosi.com^P: (516) 476-5141^Accessories > Jewelry^|175 Kings Point Rd || Great Neck, NY 11024 || United States|
Blenders Eyewear^1522^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=2419&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.blenderseyewear.com^P: (805) 403-0422^Accessories > Eyewear/Sunglasses^|737 Pearl St. #201 || La Jolla, CA 92057 || United States|
Blue Platypus^1208^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=1145&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.blue-platypus.com^P: (310)497-7442^|Accessories > Scarves||Apparel > Dresses||Apparel > Knits||Apparel > Skirts||Apparel > T-Shirts (Printed/Graphic)|^|931 N. Dos Robles Place || Alhambra, CA 91801 || United States|
Brew City Promotions^1331^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=1125&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.brewcitypromotions.com^P: (414)226-2244^|Accessories > Hats/Headwear||Apparel > Eco/Organic Apparel||Apparel > Skirts||Apparel > T-Shirts (Printed/Graphic)|^|240 N. Milwaukee St., #201 || Milwaukee, WI 53202 || United States|
Buena Onda^28^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=2422&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^http://www.buenaondabags.com^P: 308-520-3794^|Accessories > Backpacks/Carry Bags||Accessories > Handbags||Accessories > Hats/Headwear||Accessories > Jewelry||Accessories > Scarves||Apparel > Dresses|^|241 South Maloney Dr. || North Platte, NE 69101 || United States|
Bunny&Bear^1313^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=2946&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.bunnyandbearclothing.com^P: (323) 718-0440^|Apparel > Blouses||Apparel > Dresses||Apparel > Outerwear/Coats||Apparel > Skirts|^|2221 S. Catalina Street. #2 || Los Angeles, CA 90007 || United States|
C.I. EMTAC S.A.S^1526^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=3048&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.mistura.com^P: (214) 628-3977^|Accessories > Jewelry||Accessories > Small Leather Goods||Accessories > Watches|^|Cra 44 No 61 sur - 8 || Sabaneta, Ant || Colombia|
Cali Good Life^1515^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=2976&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.caligoodlife.com^P: (323)841-5567^|Accessories > Hats/Headwear||Apparel > Dresses||Apparel > Shirts (Dress/Casual)||Apparel > T-Shirts (Printed/Graphic)|^|526 N. Harper Ave. || Los Angeles, CA 90048 || United States|
CastlesCouture, L.L.C.^1415^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=2557&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^http://www.castlescouture.com^P: (706) 986-9402^|Accessories > Hair Accessories||Accessories > Hats/Headwear||Apparel > Blouses||Apparel > Dresses||Apparel > Eco/Organic Apparel||Apparel > Knits||Apparel > Outerwear/Coats||Apparel > Pants (Casual)||Apparel > Shirts (Dress/Casual)||Apparel > Shorts||Apparel > Skirts||Apparel > Socks||Apparel > Sweaters|^|420 Market St. Apt. 52 || Wilmington, NC 28401 || United States|
Cherry Blossom Eco Clothing^1108^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=2718&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.cherryblossomdesign.ca^P: (250) 931-7773^|Apparel > Eco/Organic Apparel||Apparel > Knits||Apparel > Pants (Casual)||Apparel > T-Shirts (Printed/Graphic)|^|175 Kanaka Rd. || Salt Spring Island, BC V8K 2A9 || Canada|
Choke Shirt Company^1231^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=2055&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^www.chokeshirtco.com^P: (206) 660-3740^|Accessories > Backpacks/Carry Bags||Apparel > T-Shirts (Printed/Graphic)|^|920 S. Holgate St. #109 || Seattle, WA 98134 || United States|
Coastal^1516^http://magicfeb14.mapyourshow.com/5_0/exhibitor_details.cfm?exhid=1278&CFID=22337733&CFTOKEN=6d33ad531ceb1aa0-025A3E36-5056-9271-4E13A476615472DC^coastalclothing.com^P: (714) 903-7859^|Apparel > Blouses||Apparel > Knits||Apparel > Shirts (Dress/Casual)||Apparel > Shorts||Apparel > T-Shirts (Printed/Graphic)|^|15572 Graham St. || Huntington Beach, CA 92649 || United States|
